Port_IDs
3925368433214965504
4002413037164645377
3923766029921022977
3994879592543698688
3926423286576838657
3987739404272887297
4030395639953224449
3953433416230728705
3919174299855478272
4029749871687083265
4013978721149559808
3878631538480067329
3996598927198996481
4017323550554338817
3988205565930333696
3978449781300392193
4031181049693676544
4011626972687000576
4023697881318718465
4041804592937345281
4031173908980084736
3891020560590657281
3956076827719377409
4021669203289716224
3944239644144231424
3998572645139652353
4031451549482615297
4033639786957934336
4029422834086627072
3914654298562589441
4030565764341697025
4034786679304751616
4029299190618134272
4030555430101054209
4031414524297538817
3986814617275053313
4019895412775450368
4026179081117855488
4036548677626662656
4017110277719148289
4035430878731345664
3983074113875692800
3981810242465907713
3788465932399412480
4023697433751327232
4029506971304830209
3977234346014419201
3995532094997544704
4037785885739608577
3957509601040585217
4028427053699127040
4037121179310444801
3941019213896463617
4041860229502600193
3988071780777702657
4034359562055356161
3939925275039085824
4031493134338259457
3977116548751698176
4008537296438699777
3936410995029308417
4033614723417828608
4037282461943784704
4012994295026226176
3960874214179953664
4040843843196854529
3991414786174551297
3932103299427844097
3966142151544441601
3910887259807777281
3887577207880438784
4037179073830813185
4021243448368889856
4004410127575640832
4006366295148391425
3939318616482048768
4000877324693233921
3879821005658659073
3993014919980212480
4030626027667524352
4037073643537925121
3944658614777849089
4020204877254599680
3819545518395756033
3931992636670880512
4022641794255717633
3672754654734989568
4022565861939831809
3942630767220672256
4027747397961573889
3786761687746711808
3999845462424248576
4032403303704824321
4035034554469394176
3944088772635000577
3946087913459823360
4004713168329653760
3930688517098515713
3949329502284748801
3784403294629753856
3977078013600312321
4013955990069013504
3951723256343550465
3858510226868015873
4030708912786799105
4030635536196756737
4030392204221219329
4008711265867865600
3962024093501274881
4039279455324236544
4029507714735307777
4031408429897920512
4016164457907769600
3919965573764932864
3865845304835489536
3733192481840423936
3976088733682659585
3953764659057081857
3943533600390906881
3907081197088384000
3886752488982104320
4031673021422897664
4037717032428033792
3975392755164484097
3949214983441029120
3935808725185052672
4040382575336130560
3999240873283311617
3880920727367689984
3956048468100538880
4038768306117031680
3826087012661391104
3937714876784951296
3993222640082269952
3910983669796782848
3952087967771302912
4037511388357114368
4023616625178799873
3975304792994095360
4017263283405469185
3818233536529843712
4039129759104249600
3911997667197443328
4008804082027254529
3988187872032603905
4000222729738650369
3998659472131949824
4028701921959171840
4014818740371615232
3768170840939476993
